Вулиця;Кількість недобудов на вулиці;№ буд.;Рік;Кількість недобудов за рік;Матеріали;Рейтинг матеріалів;Кількість поверхів;Висота стелі;Стан
вул. Сім’ї Кульженків;1;2;1964;0;газоблок,керамблок;2.60;9;3.1;Зданий
вул. Сім’ї Кульженків;1;22;2021;4;монолітно-каркасний,газоблок,утеплювач;3.40;16;2.75;Невдала будівля
вул. Сім’ї Кульженків;1;26;2012;2;цегла сілікатна,к/б панель;3.20;3;3.1;Зданий
вул. Сім’ї Кульженків;1;28;1995;0;утеплювач,монолітно-каркасний,шлакоблок;3.00;22;2.51;Зданий
вул. Сім’ї Кульженків;1;3;2010;1;утеплювач,шлакоблок,вентильований фасад;2.60;21;2.46;Зданий
вул. Сім’ї Кульженків;1;31;1984;0;з/б панель;1.70;13;2.74;Зданий
вул. Сім’ї Кульженків;1;31А;1961;0;з/б панель,монолітно-каркасний;3.00;19;3.19;Зданий
вул. Сім’ї Кульженків;1;31Б;2004;0;к/б панель;1.70;20;2.71;Зданий
вул. Сім’ї Кульженків;1;33;2006;0;к/б панель;1.70;15;2.8;Зданий
вул. Сім’ї Кульженків;1;33А;1979;0;вентильований фасад,монолітно-каркасний,з/б панель;3.90;21;2.77;Зданий
вул. Сім’ї Кульженків;1;35;1982;0;з/б панель,цегла;3.70;1;3.15;Зданий
вул. Сім’ї Кульженків;1;37;1988;0;шлакоблок;1.00;13;2.51;Зданий
вул. Сім’ї Кульженків;1;5;2009;1;з/б панель;1.70;22;2.92;Зданий
вул. Сім’ї Кульженків;1;5А;1986;0;шлакоблок;1.00;8;2.93;Зданий
просп. Правди;2;1;1963;0;з/б панель,к/б панель;3.40;9;2.77;Зданий
просп. Правди;2;100;2013;4;к/б панель,газоблок;3.10;13;2.41;Зданий
просп. Правди;2;102;2015;2;монолітно-каркасний,газоблок,утеплювач;3.40;25;2.8;Невдала будівля
просп. Правди;2;104;2019;0;цегла,шлакоблок;3.00;10;2.55;Зданий
просп. Правди;2;106;1974;0;монолітно-каркасний,цегла;3.30;13;3.14;Зданий
просп. Правди;2;108;2010;1;газоблок;1.40;18;2.63;Зданий
просп. Правди;2;108А;1975;0;з/б панель,цегла сілікатна;3.20;12;2.6;Зданий
просп. Правди;2;10А;2007;1;вентильований фасад,з/б панель,цегла сілікатна;4.10;17;3.03;Зданий
просп. Правди;2;12В;1976;0;з/б панель,монолітно-каркасний;3.00;21;2.91;Зданий
просп. Правди;2;17;1962;0;монолітно-каркасний;1.30;12;2.81;Зданий
просп. Правди;2;17А;2019;0;цегла,монолітно-каркасний;3.30;17;2.88;Зданий
просп. Правди;2;17Б;2014;5;вентильований фасад,монолітно-каркасний;2.20;3;2.41;Зданий
просп. Правди;2;19;2015;2;газоблок,вентильований фасад;2.30;20;2.43;Зданий
просп. Правди;2;19А;1969;0;к/б панель,монолітно-каркасний;3.00;14;2.83;Зданий
просп. Правди;2;3;2005;2;цегла сілікатна;1.50;4;3.13;Зданий
просп. Правди;2;31;1991;0;газоблок,цегла;3.40;8;2.59;Зданий
просп. Правди;2;31А;1971;0;утеплювач,керамблок,цегла;3.90;13;2.96;Зданий
просп. Правди;2;33;1983;1;шлакоблок;1.00;20;3.11;Зданий
просп. Правди;2;35;1992;0;керамблок,вентильований фасад;2.10;17;2.57;Зданий
просп. Правди;2;35А;2016;2;к/б панель;1.70;14;3.06;Зданий
просп. Правди;2;37;2003;1;к/б панель,керамблок;2.90;19;2.61;Зданий
просп. Правди;2;37А;1999;0;з/б панель;1.70;13;2.87;Зданий
просп. Правди;2;37Б;1991;0;керамблок;1.20;18;3.08;Зданий
просп. Правди;2;39;1960;0;шлакоблок,монолітно-каркасний;2.30;19;2.81;Зданий
просп. Правди;2;39А;2013;4;монолітно-каркасний,цегла;3.30;16;3.04;Зданий
просп. Правди;2;3А;1980;0;монолітно-каркасний,з/б панель;3.00;2;2.64;Зданий
просп. Правди;2;4;1990;0;утеплювач,монолітно-каркасний,шлакоблок;3.00;12;2.98;Зданий
просп. Правди;2;41;2003;1;цегла,з/б панель;3.70;9;2.81;Зданий
просп. Правди;2;41А;1987;0;вентильований фасад,цегла сілікатна;2.40;9;3.02;Зданий
просп. Правди;2;41Б;1960;0;з/б панель;1.70;19;2.9;Зданий
просп. Правди;2;41В;2006;0;з/б панель,монолітно-каркасний;3.00;4;2.51;Зданий
просп. Правди;2;41Г;2012;2;цегла сілікатна;1.50;24;2.72;Зданий
просп. Правди;2;41Д;2014;5;утеплювач,керамблок,цегла сілікатна;3.40;1;3.01;Зданий
просп. Правди;2;41Е;1971;0;газоблок,монолітно-каркасний;2.70;23;2.96;Зданий
просп. Правди;2;41Є;2019;0;шлакоблок,монолітно-каркасний;2.30;13;2.71;Зданий
просп. Правди;2;41К;1961;0;вентильований фасад,утеплювач;1.60;23;2.84;Зданий
просп. Правди;2;43;1981;0;утеплювач,шлакоблок;1.70;14;2.84;Зданий
просп. Правди;2;43А;1973;0;монолітно-каркасний,вентильований фасад;2.20;16;2.67;Зданий
просп. Правди;2;43Б;2015;2;з/б панель;1.70;6;2.5;Зданий
просп. Правди;2;45;1964;0;вентильований фасад,к/б панель,цегла сілікатна;4.10;8;2.93;Зданий
просп. Правди;2;45А;2021;4;монолітно-каркасний;1.30;8;3.08;Зданий
просп. Правди;2;45Б;1971;0;цегла сілікатна;1.50;22;2.7;Зданий
просп. Правди;2;47;1967;0;шлакоблок;1.00;16;2.54;Зданий
просп. Правди;2;47А;1969;0;цегла;2.00;13;2.73;Зданий
просп. Правди;2;47Б;2007;1;утеплювач,газоблок;2.10;2;3.12;Зданий
просп. Правди;2;4А;2012;2;шлакоблок,цегла;3.00;2;3.06;Зданий
просп. Правди;2;5;1988;0;шлакоблок;1.00;7;2.68;Зданий
просп. Правди;2;58;2005;2;цегла,цегла сілікатна;3.50;14;2.57;Зданий
просп. Правди;2;5А;2005;2;вентильований фасад,монолітно-каркасний,шлакоблок;3.20;2;3.15;Зданий
просп. Правди;2;5Б;1999;0;монолітно-каркасний,цегла;3.30;21;3.08;Зданий
просп. Правди;2;5В;1971;0;цегла сілікатна;1.50;20;2.88;Зданий
просп. Правди;2;6;1989;0;монолітно-каркасний;1.30;4;3.06;Зданий
просп. Правди;2;62;2003;1;к/б панель;1.70;10;2.54;Зданий
просп. Правди;2;62А;1972;0;цегла;2.00;19;3.12;Зданий
просп. Правди;2;62Б;2006;0;монолітно-каркасний;1.30;10;3;Зданий
просп. Правди;2;64;1966;0;керамблок,газоблок;2.60;11;2.82;Зданий
просп. Правди;2;64А;1995;0;керамблок;1.20;16;2.63;Зданий
просп. Правди;2;64Б;1984;0;утеплювач,керамблок;1.90;15;2.64;Зданий
просп. Правди;2;64В;2005;2;шлакоблок,цегла;3.00;15;2.88;Зданий
просп. Правди;2;64Г;1981;0;газоблок;1.40;2;2.47;Зданий
просп. Правди;2;66;1999;0;утеплювач,з/б панель,керамблок;3.60;2;3.06;Зданий
просп. Правди;2;66А;1992;0;утеплювач,з/б панель;2.40;21;3.08;Зданий
просп. Правди;2;68;2001;0;цегла,цегла сілікатна;3.50;22;3;Зданий
просп. Правди;2;68А;2010;1;к/б панель,шлакоблок;2.70;9;2.99;Зданий
просп. Правди;2;68Б;1988;0;шлакоблок;1.00;14;3.04;Зданий
просп. Правди;2;68В;1988;0;утеплювач,газоблок;2.10;22;3.04;Зданий
просп. Правди;2;6А;2020;0;цегла сілікатна,к/б панель;3.20;19;3.16;Зданий
просп. Правди;2;70;2018;2;монолітно-каркасний;1.30;17;2.94;Зданий
просп. Правди;2;70А;2010;1;вентильований фасад,з/б панель,к/б панель;4.30;7;2.84;Зданий
просп. Правди;2;70Б;1991;0;газоблок;1.40;3;2.4;Зданий
просп. Правди;2;72;2010;1;з/б панель;1.70;9;3.13;Зданий
просп. Правди;2;74;1983;1;к/б панель;1.70;22;2.4;Зданий
просп. Правди;2;76;1981;0;цегла,шлакоблок;3.00;19;2.68;Зданий
просп. Правди;2;78;2009;1;вентильований фасад,к/б панель,утеплювач;3.30;4;2.89;Зданий
просп. Правди;2;8;1971;0;керамблок;1.20;21;2.97;Зданий
просп. Правди;2;80;2014;5;цегла сілікатна,монолітно-каркасний;2.80;20;2.95;Зданий
просп. Правди;2;80-82;2003;1;монолітно-каркасний,цегла,утеплювач;4.00;24;2.8;Невдала будівля
просп. Правди;2;80А;2021;4;монолітно-каркасний,шлакоблок;2.30;1;2.69;Зданий
просп. Правди;2;80Б;1989;0;цегла;2.00;20;3.01;Зданий
просп. Правди;2;80В;2018;2;монолітно-каркасний;1.30;15;3.02;Зданий
просп. Правди;2;82;1986;0;утеплювач,цегла сілікатна;2.20;23;2.96;Зданий
просп. Правди;2;85;1974;0;цегла сілікатна,шлакоблок;2.50;10;2.7;Зданий
просп. Правди;2;85А;1970;0;газоблок;1.40;6;3.17;Зданий
просп. Правди;2;88;1988;0;шлакоблок,к/б панель;2.70;12;2.45;Зданий
просп. Правди;2;88А;1969;0;монолітно-каркасний;1.30;24;2.41;Зданий
просп. Правди;2;88Б;1964;0;керамблок;1.20;7;2.87;Зданий
просп. Правди;2;88В;2001;0;цегла сілікатна,керамблок;2.70;3;2.78;Зданий
просп. Правди;2;8А;1966;0;шлакоблок;1.00;19;2.49;Зданий
просп. Правди;2;9;2009;1;цегла;2.00;14;3.15;Зданий
просп. Правди;2;90;1963;0;монолітно-каркасний;1.30;1;2.85;Зданий
просп. Правди;2;92;1969;0;к/б панель,керамблок;2.90;15;2.66;Зданий
просп. Правди;2;94;2007;1;шлакоблок,к/б панель;2.70;20;2.88;Зданий
